reference,lien,nom,Gamme PC,image_url,boutique,Taille de l'écran,Résolution écran,Type de Processeur,processeur,Mémoire,Disque Dur,Type Disque Dur,Réf Carte Graphique,Système d'exploitation,Gamer,prix
X1502VA-NJ281W-24,https://spacenet.tn/pc-portable-asus/89159-pc-portable-asus-vivobook-15-x1502va-i9-13gen-24go-1to-ssd-windows-11.html,Pc Portable Asus Vivobook 15 X1502VA i9 13Gén 24Go 1To SSD Windows 11,VivoBook 15 X1502VA,https://spacenet.tn/281905-home_default/pc-portable-asus-vivobook-15-x1502va-i9-13gen-24go-1to-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i9,"Intel Core i9-13900H (Up to 5.4 GHz Turbo max, 24Mo Mémoire cache, 14-Cores)",24 Go,1 To SSD,,Intel Iris Xe,Windows 11,Non,"2 369,000 DT"
83GS00L1FG-28-W11,https://spacenet.tn/lenovo-loq/85881-lenovo-pc-portable-gamer-loq3-15iax9-i5-12gen-28go-512go-ssd-windows-11.html,Lenovo Pc Portable Gamer LOQ3 15IAX9 i5 12Gén 28Go 512Go SSD Windows 11,Lenovo LOQ3 15IRX9,https://spacenet.tn/260011-home_default/lenovo-pc-portable-gamer-loq3-15iax9-i5-12gen-28go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel® Core i5-12450HX ( Up to 4.4 GHz, 24 Mo de mémoire cache Smart, 8 cores)",28 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11 Pro,Oui,"2 379,000 DT"
21MS000DFE-32,https://spacenet.tn/pc-portables-pro-tunisie/79225-pc-portable-lenovo-thinkbook-16-g6-irl-ultra-5-32go-512go-ssd.html,Pc Portable Lenovo ThinkBook 16 G6 IRL Ultra 5 32Go 512Go SSD,ThinkBook 16 G6,https://spacenet.tn/233661-home_default/pc-portable-lenovo-thinkbook-16-g6-irl-ultra-5-32go-512go-ssd.jpg,SpaceNet,16 Pouces,,Intel Ultra 5,"Intel Ultra 5 125U  (Up to 4.3 GHz Turbo max, 12 Mo de mémoire Smart cache, 12 cores)",32 Go,512 Go SSD,SSD,Intel Graphics,Free Dos,Non,"2 389,000 DT"
32M77EA-32,https://spacenet.tn/pc-portables-pro-tunisie/53852-pc-portable-hp-probook-430-g8-i5-32-go-256go-ssd-silver.html,Pc Portable HP ProBook 430 G8 i5 32 Go 256Go SSD Silver,ProBook 430 G8,https://spacenet.tn/125852-home_default/pc-portable-hp-probook-430-g8-i5-32-go-256go-ssd-silver.jpg,SpaceNet,13.3 Pouces,,Intel Core i5,"intel® Core™ i5-1135G7 (jusqu’à 4,2 GHz avec la technologie Intel® Turbo Boost, mémoire cache L3 8 Mo, 4 cœurs)",32 Go,256 Go SSD,SSD,Intel Iris Xe,Free Dos,Non,"2 389,000 DT"
9S7-16R831-2606,https://spacenet.tn/msi-gaming/81134-pc-portable-gamer-msi-thin-15-b13ucx-i7-13gen-8go-512go-ssd.html,Pc Portable Gamer MSI Thin 15 B13UCX i7 13Gén 8Go 512Go SSD,Thin 15 B13UCX,https://spacenet.tn/250285-home_default/pc-portable-gamer-msi-thin-15-b13ucx-i7-13gen-8go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13620H (up to 4,90 GHz, 24 Mo de mémoire cache, 10 Cores)",8 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Free Dos,Oui,"2 389,000 DT"
83LK007TFG,https://spacenet.tn/lenovo-loq/89765-pc-portable-gamer-lenovo-loq-15iax9e-i5-12gen-16go-512go-ssd.html,Pc Portable Gamer Lenovo LOQ 15IAX9E i5 12Gén 16Go 512Go SSD,LOQ 15IAX9E,https://spacenet.tn/287739-home_default/pc-portable-gamer-lenovo-loq-15iax9e-i5-12gen-16go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-12450HX (up to 4.4 GHz, 12Mo de mémoire cache Smart, 8 cores)",16 Go,512 Go SSD,,"Nvidia GeForce RTX 3050,6 Go de mémoire dédiée GDDR6",Free Dos,Oui,"2 349,000 DT"
232500-3450-32,https://spacenet.tn/pc-portable-dell/89261-pc-portable-dell-latitude-3450-i5-13gen-32go-512go-ssd.html,Pc Portable Dell Latitude 3450 i5 13Gén 32Go 512Go SSD,Latitude 3450,https://spacenet.tn/282621-home_default/pc-portable-dell-latitude-3450-i5-13gen-32go-512go-ssd.jpg,SpaceNet,14 Pouces,,Intel Core i5,"Intel Core i5-1335U (Up to 4,60 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores)",32 Go,512 Go SSD,SSD,Intel Iris Xe,Ubuntu,Non,"2 399,000 DT"
X1502VA-NJ281W-32,https://spacenet.tn/pc-portable-asus/89160-pc-portable-asus-vivobook-15-x1502va-i9-13gen-32go-1to-ssd-windows-11.html,Pc Portable Asus Vivobook 15 X1502VA i9 13Gén 32Go 1To SSD Windows 11,VivoBook 15 X1502VA,https://spacenet.tn/281909-home_default/pc-portable-asus-vivobook-15-x1502va-i9-13gen-32go-1to-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i9,"Intel Core i9-13900H (Up to 5.4 GHz Turbo max, 24Mo Mémoire cache, 14-Cores)",32 Go,1 To SSD,,Intel Iris Xe,Windows 11,Non,"2 399,000 DT"
V3607VJ-RP086,https://spacenet.tn/pc-portable-gamer-tunisie/88068-pc-portable-gamer-asus-v16-v3607vj-intel-5-210h-8go-512go-ssd-rtx-3050.html,Pc Portable Gamer Asus V16 V3607VJ Intel Core 5 210H 8Go 512Go SSD RTX 3050,Asus V16 V3607VJ,https://spacenet.tn/273030-home_default/pc-portable-gamer-asus-v16-v3607vj-intel-5-210h-8go-512go-ssd-rtx-3050.jpg,SpaceNet,16 Pouces,,Intel Core 5,"Intel Core 5 210H (up to 4.8 GHz, 12Mo Mémoire Cache, 8 cores)",8 Go,512 Go SSD,SSD,"Nvidia GeForce RTX 3050, 6 Go De Mémoire Dédiée",Free Dos,Non,"2 399,000 DT"
82SF00FCFG.,https://spacenet.tn/pc-portable-tunisie/55912-pc-portable-lenovo-ideapad-5-15ial7-i7-12gen-16go-512go-ssd-gris-82sf00fcfg.html,Pc Portable Lenovo IdeaPad 5 15IAL7 I7 12Gen 16Go 512Go SSD Gris (82SF00FCFG),IdeaPad 5,https://spacenet.tn/285483-home_default/pc-portable-lenovo-ideapad-5-15ial7-i7-12gen-16go-512go-ssd-gris-82sf00fcfg.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-1255U (3.5 GHz jusqu'à 4.7GHz, 12 Mo Intel Smart Cache, 10C/12T)",16 Go,512 Go SSD,,NVIDIA GeForce MX 550  2Go De Mémoire Dédiée GDDR6,Free Dos,Non,"2 399,000 DT"
B5602CBA-MB0776-24,https://spacenet.tn/pc-portable-asus/79636-pc-portable-asus-expertbook-b5602-i5-12gen-24go-512go-ssd.html,Pc Portable Asus Expertbook B5602 i5 12Gén 24Go 512Go SSD,Expertbook B5,https://spacenet.tn/236119-home_default/pc-portable-asus-expertbook-b5602-i5-12gen-24go-512go-ssd.jpg,SpaceNet,16 Pouces,,Intel Core i5,"Intel Core i5-1240P (Up to 4.40 GHz Turbo max, 12 Mo Mémoire cache, 12-Cores)",24 Go,512 Go SSD,SSD,Intel Iris Xe,Free Dos,Non,"2 399,000 DT"
B1502CVA-NJ2211,https://spacenet.tn/pc-portable-asus/80194-pc-portable-asus-expertbook-b1502cva-i7-13gen-16go-512go-ssd.html,Pc Portable Asus Expertbook B1502CVA i7 13Gén 16Go 512Go SSD,ExpertBook B1,https://spacenet.tn/239010-home_default/pc-portable-asus-expertbook-b1502cva-i7-13gen-16go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core I7-1355U (Up to 5.0 GHz Turbo max, 12 Mo Mémoire cache, Octa Core)",16 Go,512 Go SSD,SSD,Intel UHD,Free Dos,Non,"2 399,000 DT"
83LK007TFG-W11,https://spacenet.tn/lenovo-loq/89879-pc-portable-gamer-lenovo-loq-15iax9e-i5-12gen-16go-512go-ssd-windows-11.html,Pc Portable Gamer Lenovo LOQ 15IAX9E i5 12Gén 16Go 512Go SSD Windows 11,LOQ 15IAX9E,https://spacenet.tn/287750-home_default/pc-portable-gamer-lenovo-loq-15iax9e-i5-12gen-16go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-12450HX (up to 4.4 GHz, 12Mo de mémoire cache Smart, 8 cores)",16 Go,512 Go SSD,,"Nvidia GeForce RTX 3050,6 Go de mémoire dédiée GDDR6",Windows 11 Pro,Oui,"2 409,000 DT"
9S7-16R831-2606-16,https://spacenet.tn/msi-gaming/81330-pc-portable-gamer-msi-thin-15-b13ucx-i7-13gen-16go-512go-ssd.html,Pc Portable Gamer MSI Thin 15 B13UCX i7 13Gén 16Go 512Go SSD,Thin 15 B13UCX,https://spacenet.tn/250284-home_default/pc-portable-gamer-msi-thin-15-b13ucx-i7-13gen-16go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13620H (up to 4,90 GHz, 24 Mo de mémoire cache, 10 Cores)",16 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Free Dos,Oui,"2 425,000 DT"
B1402CVA-NK2617-24,https://spacenet.tn/pc-portable-asus/80775-pc-portable-asus-expertbook-b1402cva-i7-13gen-24go-512go-ssd.html,Pc Portable Asus Expertbook B1402CVA i7 13Gén 24Go 512Go SSD,ExpertBook B1,https://spacenet.tn/241526-home_default/pc-portable-asus-expertbook-b1402cva-i7-13gen-24go-512go-ssd.jpg,SpaceNet,14 Pouces,,Intel Core i7,"Intel Core I7-1355U (Up to 5.0 GHz Turbo max, 12 Mo Mémoire cache, Octa Core)",24 Go,512 Go SSD,SSD,Intel UHD,Free Dos,Non,"2 429,000 DT"
83GS00KXFG,https://spacenet.tn/lenovo-loq/81593-pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-8go-512go-ssd.html,Pc Portable Gamer Lenovo LOQ3 15IAX9 i5 12Gén 8Go 512Go SSD,Lenovo LOQ3 15IRX9,https://spacenet.tn/245333-home_default/pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-8go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel® Core i5-12450HX ( Up to 4.4 GHz, 12 Mo de mémoire cache Smart, 8 cores)",8 Go,512 Go SSD,,"Nvidia GeForce RTX 3050,6 Go de mémoire dédiée GDDR6",Free Dos,Oui,"2 429,000 DT"
B5602CBA-MB0776,https://spacenet.tn/pc-portable-asus/79627-pc-portable-asus-expertbook-b5602-i5-12gen-8go-512go-ssd.html,Pc Portable Asus Expertbook B5602 i5 12Gén 8Go 512Go SSD,Expertbook B5,https://spacenet.tn/236070-home_default/pc-portable-asus-expertbook-b5602-i5-12gen-8go-512go-ssd.jpg,SpaceNet,16 Pouces,,Intel Core i5,"Intel Core i5-1240P (Up to 4.40 GHz Turbo max, 12 Mo Mémoire cache, 12-Cores)",8 Go,512 Go SSD,SSD,Intel Iris Xe,Free Dos,Non,"2 429,000 DT"
21KH00S2FE-64-W11,https://spacenet.tn/ordinateur-portable/88582-pc-portable-lenovo-thinkbook-16-g6-irl-i5-13gen-64go-512go-ssd-windows-11.html,Pc Portable Lenovo ThinkBook 16 G6 IRL i5 13Gén 64Go 512Go SSD Windows 11,ThinkBook 16 G6,https://spacenet.tn/276423-home_default/pc-portable-lenovo-thinkbook-16-g6-irl-i5-13gen-64go-512go-ssd-windows-11.jpg,SpaceNet,16 Pouces,,Intel Core i5,"Intel Core i5-13420H (Up to 4,6 GHz, 12 Mo de mémoire cache, 8-Cores)",64 Go,512 Go SSD,,Intel UHD,Windows 11 Pro,Non,"2 429,000 DT"
FA506NFR-HN005W-32,https://spacenet.tn/pc-portable-gamer-tunisie/84133-pc-gamer-asus-tuf-gaming-a15-fa506nfr-amd-ryzen-7-32go-512go-ssd-windows-11.html,Pc Gamer Asus Tuf Gaming A15 FA506NFR AMD Ryzen 7 32Go 512Go SSD Windows 11,TUF Gaming F15,https://spacenet.tn/253999-home_default/pc-gamer-asus-tuf-gaming-a15-fa506nfr-amd-ryzen-7-32go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,AMD Ryzen 7,"AMD Ryzen 7 7435HS (Up to 4.55 GHz, 20 Mo de mémoire cache, 8 Cores, 16Threads)",32 Go,512 Go SSD,SSD,"Nvidia GeForce RTX 2050, 4 Go De Mémoire Dédiée",Windows 11,Oui,"2 429,000 DT"
6Q834ES-32,https://spacenet.tn/pc-portables-pro-tunisie/69571-pc-portable-hp-probook-440-g9-i5-12gen-32go-512go-ssd-silver.html,PC Portable HP ProBook 440 G9 i5 12Gén 32Go 512Go SSD Silver,ProBook 440 G9,https://spacenet.tn/190442-home_default/pc-portable-hp-probook-440-g9-i5-12gen-32go-512go-ssd-silver.jpg,SpaceNet,14 Pouces,,Intel Core i5,Intel® Core™ i5-1235U,32 Go,512 Go SSD,,Intel Iris Xe,Free Dos,Non,"2 429,000 DT"
83LK006VFG,https://spacenet.tn/lenovo-loq/87396-pc-portable-gamer-lenovo-loq-15irx9-i5-12gen-16go-512go-ssd-windows11.html,Pc Portable Gamer Lenovo LOQ 15IAX9 i5 12Gén 16Go 512Go SSD Windows11,Lenovo LOQ 15IAX9E,https://spacenet.tn/274058-home_default/pc-portable-gamer-lenovo-loq-15irx9-i5-12gen-16go-512go-ssd-windows11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-12450HX (up to 4.4 GHz, 12Mo de mémoire cache Smart, 8 cores)",16 Go,512 Go SSD,,"Nvidia GeForce RTX 3050,6 Go de mémoire dédiée GDDR6",Windows 11,Oui,"2 399,000 DT"
9S7-16R831-2605,https://spacenet.tn/pc-portable-gamer-tunisie/81135-pc-portable-gamer-msi-thin-15-b13uc-i5-13gen-8go-512go-ssd.html,Pc Portable Gamer MSI Thin 15 B13UC i5 13Gén 8Go 512Go SSD,Thin 15 B13UC,https://spacenet.tn/242886-home_default/pc-portable-gamer-msi-thin-15-b13uc-i5-13gen-8go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-13420H (up to 4,60 GHz, 12 Mo de mémoire cache, 8 Cores)",8 Go,512 Go SSD,SSD,"Nvidia GeForce RTX 3050, 8 Go De Mémoire Dédiée",Free Dos,Oui,"2 449,000 DT"
21JK009YFE,https://spacenet.tn/pc-portables-pro-tunisie/70321-pc-portable-lenovo-thinkpad-e14-gen-5-i5-13gen-8go-512go-ssd-noir.html,Pc Portable Lenovo ThinkPad E14 Gen 5 i5 13Gén 8Go 512Go SSD Noir,ThinkPad E14 G5,https://spacenet.tn/193359-home_default/pc-portable-lenovo-thinkpad-e14-gen-5-i5-13gen-8go-512go-ssd-noir.jpg,SpaceNet,14 Pouces,,Intel Core i5,,8 Go,512 Go SSD,,Intel Iris Xe,Free Dos,Non,"2 449,000 DT"
9S7-16R831-2606-W11P,https://spacenet.tn/msi-gaming/86229-pc-portable-gamer-msi-thin-15-b13ucx-i7-13gen-8go-512go-ssd-windows-11.html,Pc Portable Gamer MSI Thin 15 B13UCX i7 13Gén 8Go 512Go SSD Windows 11,Thin 15 B13UCX,https://spacenet.tn/262610-home_default/pc-portable-gamer-msi-thin-15-b13ucx-i7-13gen-8go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13620H (up to 4,90 GHz, 24 Mo de mémoire cache, 10 Cores)",8 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Windows 11 Pro,Oui,"2 449,000 DT"
82SF00FCFG.-W11,https://spacenet.tn/pc-portable-tunisie/74640-pc-portable-lenovo-ideapad-5-15ial7-i7-12gen-16go-512go-ssd-gris-w11.html,Pc Portable Lenovo IdeaPad 5 15IAL7 I7 12Gen 16Go 512Go SSD Gris W11,IdeaPad 5,https://spacenet.tn/286245-home_default/pc-portable-lenovo-ideapad-5-15ial7-i7-12gen-16go-512go-ssd-gris-w11.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-1255U (3.5 GHz jusqu'à 4.7GHz, 12 Mo Intel Smart Cache, 10C/12T)",16 Go,512 Go SSD,,NVIDIA GeForce MX 550  2Go De Mémoire Dédiée GDDR6,Windows 11 Pro,Non,"2 459,000 DT"
83LK006VFG-W11,https://spacenet.tn/lenovo-loq/88387-pc-portable-gamer-lenovo-loq-15iax9-i5-12gen-16go-512go-ssd-windows11.html,Pc Portable Gamer Lenovo LOQ 15IAX9 i5 12Gén 16Go 512Go SSD Windows11,Lenovo LOQ 15IAX9E,https://spacenet.tn/275129-home_default/pc-portable-gamer-lenovo-loq-15iax9-i5-12gen-16go-512go-ssd-windows11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-12450HX (up to 4.4 GHz, 12Mo de mémoire cache Smart, 8 cores)",16 Go,512 Go SSD,,"Nvidia GeForce RTX 3050,6 Go de mémoire dédiée GDDR6",Windows 11 Pro,Oui,"2 459,000 DT"
232500-3450-32-W11,https://spacenet.tn/pc-portable-dell/89259-pc-portable-dell-latitude-3450-i5-13gen-32go-512go-ssd-windows-11.html,Pc Portable Dell Latitude 3450 i5 13Gén 32Go 512Go SSD Windows 11,Latitude 3450,https://spacenet.tn/282607-home_default/pc-portable-dell-latitude-3450-i5-13gen-32go-512go-ssd-windows-11.jpg,SpaceNet,14 Pouces,,Intel Core i5,"Intel Core i5-1335U (Up to 4,60 GHz Turbo max, 12 Mo de mémoire cache, 10-Cores)",32 Go,512 Go SSD,SSD,Intel Iris Xe,Windows 11 Pro,Non,"2 459,000 DT"
9U186EA,https://spacenet.tn/pc-portable-gamer-tunisie/80952-pc-portable-gamer-hp-victus-15-fb0026nk-amd-ryzen-7-8go-512go-ssd-windows-11.html,Pc Portable Gamer HP Victus 15-fb0026nk AMD Ryzen 7 8Go 512Go SSD Windows 11,Victus 15-fb0026nk,https://spacenet.tn/242098-home_default/pc-portable-gamer-hp-victus-15-fb0026nk-amd-ryzen-7-8go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,AMD Ryzen 7,"AMD Ryzen 7 5800H (Up to 3.2 GHz up to 4.4 GHz turbo max, 16 Mo de mémoire cache, 8 Cores)",8 Go,512 Go SSD,,NVIDIA GeForce RTX 3050 (4 Go de mémoire dédiée GDDR6),Windows 11 Pro,Oui,"2 459,000 DT"
9S7-16R831-2606-24,https://spacenet.tn/msi-gaming/81331-pc-portable-gamer-msi-thin-15-b13ucx-i7-13gen-24go-512go-ssd.html,Pc Portable Gamer MSI Thin 15 B13UCX i7 13Gén 24Go 512Go SSD,Thin 15 B13UCX,https://spacenet.tn/250282-home_default/pc-portable-gamer-msi-thin-15-b13ucx-i7-13gen-24go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13620H (up to 4,90 GHz, 24 Mo de mémoire cache, 10 Cores)",24 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Free Dos,Oui,"2 465,000 DT"
845B2EA,https://spacenet.tn/pc-portable-gamer-tunisie/84833-pc-portable-gamer-hp-victus-15-fa1003nk-i5-13gen-16go-512go-ssd-windows-11.html,Pc Portable Gamer HP Victus 15-fa1003nk i5 13Gén 16Go 512Go SSD Windows 11,Victus 15-fa1003nk,https://spacenet.tn/255540-home_default/pc-portable-gamer-hp-victus-15-fa1003nk-i5-13gen-16go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-13500H (Up to 4.7 GHz Turbo max, 18 Mo de mémoire cache, 12 Cores)",16 Go,512 Go SSD,SSD,"Nvidia GeForce RTX 3050,6 Go de mémoire dédiée GDDR6",Windows 11,Oui,"2 469,000 DT"
A19Q9EA,https://spacenet.tn/pc-portable-hp/79531-pc-portable-hp-15-eg3061nk-i7-13gen-16go-512go-ssd.html,Pc Portable HP 15-eg3061nk i7 13Gen 16Go 512Go SSD,15-eg3061nk,https://spacenet.tn/235491-home_default/pc-portable-hp-15-eg3061nk-i7-13gen-16go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-1355U (up to 5.0 GHz, 12 Mo de mémoire cache, 10 cores, 12 threads)",16 Go,512 Go SSD,,Intel Iris Xe,Free Dos,Non,"2 469,000 DT"
B1402CVA-NK2617-32,https://spacenet.tn/pc-portable-asus/86196-pc-portable-asus-expertbook-b1402cva-i7-13gen-32go-512go-ssd.html,Pc Portable Asus Expertbook B1402CVA i7 13Gén 32Go 512Go SSD,ExpertBook B1,https://spacenet.tn/262327-home_default/pc-portable-asus-expertbook-b1402cva-i7-13gen-32go-512go-ssd.jpg,SpaceNet,14 Pouces,,Intel Core i7,"Intel Core I7-1355U (Up to 5.0 GHz Turbo max, 12 Mo Mémoire cache, Octa Core)",32 Go,512 Go SSD,SSD,Intel UHD,Free Dos,Non,"2 469,000 DT"
83LK007TFG-W11,https://spacenet.tn/lenovo-loq/89879-pc-portable-gamer-lenovo-loq-15iax9e-i5-12gen-16go-512go-ssd-windows-11.html,Pc Portable Gamer Lenovo LOQ 15IAX9E i5 12Gén 16Go 512Go SSD Windows 11,LOQ 15IAX9E,https://spacenet.tn/287750-home_default/pc-portable-gamer-lenovo-loq-15iax9e-i5-12gen-16go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-12450HX (up to 4.4 GHz, 12Mo de mémoire cache Smart, 8 cores)",16 Go,512 Go SSD,,"Nvidia GeForce RTX 3050,6 Go de mémoire dédiée GDDR6",Windows 11 Pro,Oui,"2 409,000 DT"
9S7-16R831-2606-16,https://spacenet.tn/msi-gaming/81330-pc-portable-gamer-msi-thin-15-b13ucx-i7-13gen-16go-512go-ssd.html,Pc Portable Gamer MSI Thin 15 B13UCX i7 13Gén 16Go 512Go SSD,Thin 15 B13UCX,https://spacenet.tn/250284-home_default/pc-portable-gamer-msi-thin-15-b13ucx-i7-13gen-16go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i7,"Intel Core i7-13620H (up to 4,90 GHz, 24 Mo de mémoire cache, 10 Cores)",16 Go,512 Go SSD,SSD,Nvidia GeForce RTX 2050 (4 Go de mémoire dédiée GDDR6 ),Free Dos,Oui,"2 425,000 DT"
B1402CVA-NK2617-24,https://spacenet.tn/pc-portable-asus/80775-pc-portable-asus-expertbook-b1402cva-i7-13gen-24go-512go-ssd.html,Pc Portable Asus Expertbook B1402CVA i7 13Gén 24Go 512Go SSD,ExpertBook B1,https://spacenet.tn/241526-home_default/pc-portable-asus-expertbook-b1402cva-i7-13gen-24go-512go-ssd.jpg,SpaceNet,14 Pouces,,Intel Core i7,"Intel Core I7-1355U (Up to 5.0 GHz Turbo max, 12 Mo Mémoire cache, Octa Core)",24 Go,512 Go SSD,SSD,Intel UHD,Free Dos,Non,"2 429,000 DT"
83GS00KXFG,https://spacenet.tn/lenovo-loq/81593-pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-8go-512go-ssd.html,Pc Portable Gamer Lenovo LOQ3 15IAX9 i5 12Gén 8Go 512Go SSD,Lenovo LOQ3 15IRX9,https://spacenet.tn/245333-home_default/pc-portable-gamer-lenovo-loq3-15iax9-i5-12gen-8go-512go-ssd.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel® Core i5-12450HX ( Up to 4.4 GHz, 12 Mo de mémoire cache Smart, 8 cores)",8 Go,512 Go SSD,,"Nvidia GeForce RTX 3050,6 Go de mémoire dédiée GDDR6",Free Dos,Oui,"2 429,000 DT"
B5602CBA-MB0776,https://spacenet.tn/pc-portable-asus/79627-pc-portable-asus-expertbook-b5602-i5-12gen-8go-512go-ssd.html,Pc Portable Asus Expertbook B5602 i5 12Gén 8Go 512Go SSD,Expertbook B5,https://spacenet.tn/236070-home_default/pc-portable-asus-expertbook-b5602-i5-12gen-8go-512go-ssd.jpg,SpaceNet,16 Pouces,,Intel Core i5,"Intel Core i5-1240P (Up to 4.40 GHz Turbo max, 12 Mo Mémoire cache, 12-Cores)",8 Go,512 Go SSD,SSD,Intel Iris Xe,Free Dos,Non,"2 429,000 DT"
21KH00S2FE-64-W11,https://spacenet.tn/ordinateur-portable/88582-pc-portable-lenovo-thinkbook-16-g6-irl-i5-13gen-64go-512go-ssd-windows-11.html,Pc Portable Lenovo ThinkBook 16 G6 IRL i5 13Gén 64Go 512Go SSD Windows 11,ThinkBook 16 G6,https://spacenet.tn/276423-home_default/pc-portable-lenovo-thinkbook-16-g6-irl-i5-13gen-64go-512go-ssd-windows-11.jpg,SpaceNet,16 Pouces,,Intel Core i5,"Intel Core i5-13420H (Up to 4,6 GHz, 12 Mo de mémoire cache, 8-Cores)",64 Go,512 Go SSD,,Intel UHD,Windows 11 Pro,Non,"2 429,000 DT"
FA506NFR-HN005W-32,https://spacenet.tn/pc-portable-gamer-tunisie/84133-pc-gamer-asus-tuf-gaming-a15-fa506nfr-amd-ryzen-7-32go-512go-ssd-windows-11.html,Pc Gamer Asus Tuf Gaming A15 FA506NFR AMD Ryzen 7 32Go 512Go SSD Windows 11,TUF Gaming F15,https://spacenet.tn/253999-home_default/pc-gamer-asus-tuf-gaming-a15-fa506nfr-amd-ryzen-7-32go-512go-ssd-windows-11.jpg,SpaceNet,15.6 Pouces,,AMD Ryzen 7,"AMD Ryzen 7 7435HS (Up to 4.55 GHz, 20 Mo de mémoire cache, 8 Cores, 16Threads)",32 Go,512 Go SSD,SSD,"Nvidia GeForce RTX 2050, 4 Go De Mémoire Dédiée",Windows 11,Oui,"2 429,000 DT"
6Q834ES-32,https://spacenet.tn/pc-portables-pro-tunisie/69571-pc-portable-hp-probook-440-g9-i5-12gen-32go-512go-ssd-silver.html,PC Portable HP ProBook 440 G9 i5 12Gén 32Go 512Go SSD Silver,ProBook 440 G9,https://spacenet.tn/190442-home_default/pc-portable-hp-probook-440-g9-i5-12gen-32go-512go-ssd-silver.jpg,SpaceNet,14 Pouces,,Intel Core i5,Intel® Core™ i5-1235U,32 Go,512 Go SSD,,Intel Iris Xe,Free Dos,Non,"2 429,000 DT"
83LK006VFG,https://spacenet.tn/lenovo-loq/87396-pc-portable-gamer-lenovo-loq-15irx9-i5-12gen-16go-512go-ssd-windows11.html,Pc Portable Gamer Lenovo LOQ 15IAX9 i5 12Gén 16Go 512Go SSD Windows11,Lenovo LOQ 15IAX9E,https://spacenet.tn/274058-home_default/pc-portable-gamer-lenovo-loq-15irx9-i5-12gen-16go-512go-ssd-windows11.jpg,SpaceNet,15.6 Pouces,,Intel Core i5,"Intel Core i5-12450HX (up to 4.4 GHz, 12Mo de mémoire cache Smart, 8 cores)",16 Go,512 Go SSD,,"Nvidia GeForce RTX 3050,6 Go de mémoire dédiée GDDR6",Windows 11,Oui,"2 399,000 DT"
